as_of,und,exp_dt,strike_px,put_call,bid_px,ask_px,last_px,trd_vol,oi,imp_vol,delta,opt_root,exch,snap_id,rec_hash
2026-08-05,CL,20260819,61,C,6.42,6.5,6.46,1221,4201,0.2943,0.709,CL,NYMEX,snap-20260805-cl,CL-20260819-61-C-20260805
2026-08-05,CL,2026-08-19,61,P,1.39,1.4,1.4,1942,9589,0.308,-0.291,CL,NYMEX,snap-20260805-cl,CL-20260819-61-P-20260805
2026-08-05,CL,08/19/2026,62,C,5.41,5.48,5.44,4990,21444,0.29,0.735,CL,NYMEX,snap-20260805-cl,CL-20260819-62-C-20260805
2026-08-05,CL,20260819,62,P,1.36,1.37,1.37,5266,15873,0.30,-0.265,CL,NYMEX,snap-20260805-cl,CL-20260819-62-P-20260805
08/05/26,CL,20260819,63,C,4.4,4.45,4.43,"12,003",57122,0.2856,0.77,CL,NYMEX,snap-20260805-cl,CL-20260819-63-C-20260805
2026-08-05,CL,08/19/2026,63,P,1.33,1.34,1.34,11751,63273,0.29,-0.23,CL,NYMEX,snap-20260805-cl,CL-20260819-63-P-20260805
08/05/26,CL,2026-08-19,64,C,3.39,3.42,3.4,16981,45788,0.2813,0.817,CL,NYMEX,snap-20260805-cl,CL-20260819-64-C-20260805
08/05/26,CL,08/19/2026,64,P ,1.29,1.31,1.3,16644,82763,0.2869,-0.183,CL,NYMEX,snap-20260805-cl,CL-20260819-64-P-20260805
2026-08-05,CL,20260819,65,C,2.37,2.4,2.38,18349,71228,0.28,0.882,CL,NYMEX,snap-20260805-cl,CL-20260819-65-C-20260805
08/05/2026,CL,2026-08-19,65,P,1.26,1.28,1.27,31073,112815,0.2799,-0.118,CL,NYMEX,snap-20260805-cl,CL-20260819-65-P-20260805
08/05/2026,CL,20260819,66,C,1.36,1.37,1.37,22175,80137,0.2726,0.983,CL,NYMEX,snap-20260805-cl,CL-20260819-66-C-20260805
08/05/26,CL,2026-08-19,66.00,P,1.23,1.24,1.23,19602,67390,0.2729,-0.017,CL,NYMEX,snap-20260805-cl,CL-20260819-66-P-20260805
20260805,CL,08/19/2026,67,Call,1.25,1.26,1.25,12490,32532,0.2765,0.904,CL,NYMEX,snap-20260805-cl,CL-20260819-67-C-20260805
2026-08-05,CL,2026-08-19,67,P,2.11,2.13,2.12,24603,130721,0.2758,-0.096,CL,NYMEX,snap-20260805-cl,CL-20260819-67-P-20260805
08/05/26,CL,08/19/26,68,C,1.27,1.28,1.27,11794,45946,0.2818,0.83,CL,NYMEX,snap-20260805-cl,CL-20260819-68-C-20260805
2026-08-05,cl,2026-08-19,68,P,3.12,3.16,3.14,12995,62521,0.2801,-0.169,CL,NYMEX,snap-20260805-cl,CL-20260819-68-P-20260805
08/05/2026,CL,2026-08-19,69.00,Call,1.29,1.31,1.3,4561,17316,0.29,0.781,CL,NYMEX,snap-20260805-cl,CL-20260819-69-C-20260805
20260805,CL,2026-08-19,69,P,4.14,4.18,4.16,12336,"57,342",0.2845,-0.219,CL,NYMEX,snap-20260805-cl,CL-20260819-69-P-20260805
2026-08-05,CL,08/19/2026,70,C,1.32,1.33,1.33,7420,25544,0.2922,0.744,CL,NYMEX,snap-20260805-cl,CL-20260819-70-C-20260805
20260805,CL,20260819,70,P ,5.15,5.21,5.18,13407,70309,0.2889,-0.256,CL,NYMEX,snap-20260805-cl,CL-20260819-70-P-20260805
20260805,CL,2026-08-19,71,C,1.34,1.36,1.35,3567,15830,0.2975,0.715,CL,NYMEX,snap-20260805-cl,CL-20260819-71-C-20260805
20260805,CL,08/19/2026,71,P,6.16,6.24,6.2,2319,10502,0.2932,-0.285,CL,NYMEX,snap-20260805-cl,CL-20260819-71-P-20260805
2026-08-05,cl,08/19/26,72,Call,1.36,1.38,1.37,640,1506,0.3027,0.692,CL,NYMEX,snap-20260805-cl,CL-20260819-72-C-20260805
2026-08-05,CL,08/19/2026,72,P,7.17,7.26,7.22,946,4779,0.2976,-0.31,CL,NYMEX,snap-20260805-cl,CL-20260819-72-P-20260805
20260805,CL,20260819,73,C,1.39,1.41,1.4,444,1568,0.3079,0.674,CL,NYMEX,snap-20260805-cl,CL-20260819-73-C-20260805
08/05/26,CL,08/19/26,73,P,8.18,8.29,8.23,596,2093,0.3019,-0.326,CL,NYMEX,snap-20260805-cl,CL-20260819-73-P-20260805
08/05/26,CL,2026-08-19,74,C,1.41,1.43,1.42,1018,3609,0.3131,0.659,CL,NYMEX,snap-20260805-cl,CL-20260819-74-C-20260805
2026-08-05,CL,2026-08-19,74,P,9.19,9.32,9.25,1137,6113,0.3063,-0.341,CL,NYMEX,snap-20260805-cl,CL-20260819-74-P-20260805
2026-08-05,CL,08/19/2026,75,C,1.43,1.45,1.44,737,2723,0.3184,0.646,CL,NYMEX,snap-20260805-cl,CL-20260819-75-C-20260805
08/05/2026,CL,08/19/2026,75,P,10.2,10.35,10.27,885,4022,0.3106,-0.35,CL,NYMEX,snap-20260805-cl,CL-20260819-75-P-20260805
2026-08-05,CL,08/19/2026,76,C,1.46,1.48,1.47,491,1625,0.3236,0.636,CL,NYMEX,snap-20260805-cl,CL-20260819-76-C-20260805
08/05/2026,CL,2026-08-19,76,P,11.21,11.38,11.3,684,2219,0.315,-0.364,CL,NYMEX,snap-20260805-cl,CL-20260819-76-P-20260805
2026-08-05,cl,2026-09-16,56,C,12.5,12.72,12.61,724,2073,0.3161,0.633,CL,NYMEX,snap-20260805-cl,CL-20260916-56-C-20260805
08/05/2026,CL,2026-09-16,56,P,2.67,2.72,2.70,428,2306,0.3431,-0.367,CL,NYMEX,snap-20260805-cl,CL-20260916-56-P-20260805
2026-08-05,CL,09/16/2026,57,C,11.48,11.68,11.58,661,2424,0.3118,0.643,CL,NYMEX,snap-20260805-cl,CL-20260916-57-C-20260805
2026-08-05,CL,2026-09-16,57,P,2.62,2.66,2.64,929,4276,0.3361,-0.357,CL,NYMEX,snap-20260805-cl,CL-20260916-57-P-20260805
08/05/2026,CL,2026-09-16,58,Call,10.46,10.63,10.55,330,1435,0.3074,0.656,CL,NYMEX,snap-20260805-cl,CL-20260916-58-C-20260805
08/05/26,CL,2026-09-16,58,P,2.56,2.6,2.58,688,3093,0.329,-0.344,CL,NYMEX,snap-20260805-cl,CL-20260916-58-P-20260805
08/05/2026,CL,20260916,59,C,9.43,9.58,9.5,932,3183,0.3031,0.67,CL,NYMEX,snap-20260805-cl,CL-20260916-59-C-20260805
20260805,cl,2026-09-16,59,P ,2.51,2.55,2.53,470,1636,0.322,-0.33,CL,NYMEX,snap-20260805-cl,CL-20260916-59-P-20260805
20260805,CL,09/16/26,60,Call,8.41,8.54,8.48,1001,4720,0.2987,0.687,CL,NYMEX,snap-20260805-cl,CL-20260916-60-C-20260805
2026-08-05,CL,09/16/26,60,P,2.45,2.49,2.47,591,2317,0.315,-0.313,CL,NYMEX,snap-20260805-cl,CL-20260916-60-P-20260805
2026-08-05,CL,2026-09-16,61,C,7.39,7.5,7.44,2111,9755,0.2943,0.709,CL,NYMEX,snap-20260805-cl,CL-20260916-61-C-20260805
08/05/26,CL,2026-09-16,61,P,2.4,2.44,2.42,1079,4034,0.308,-0.291,CL,NYMEX,snap-20260805-cl,CL-20260916-61-P-20260805
2026-08-05,CL,20260916,62,Call,6.36,6.45,6.4,3359,"8,907",0.29,0.735,CL,NYMEX,snap-20260805-cl,CL-20260916-62-C-20260805
08/05/26,CL,2026-09-16,62.00,P,2.35,2.38,2.37,"6,924","37,523",0.301,-0.265,CL,NYMEX,snap-20260805-cl,CL-20260916-62-P-20260805
08/05/2026,CL,2026-09-16,63,C,5.34,5.41,5.38,4159,9374,0.2856,0.77,CL,NYMEX,snap-20260805-cl,CL-20260916-63-C-20260805
2026-08-05,CL,2026-09-16,63,P,2.29,2.32,2.3,7640,36741,0.294,-0.23,CL,NYMEX,snap-20260805-cl,CL-20260916-63-P-20260805
08/05/26,cl,09/16/26,64,C,4.31,4.37,4.34,10626,45353,0.2813,0.817,CL,NYMEX,snap-20260805-cl,CL-20260916-64-C-20260805
20260805,CL,20260916,64,P,2.24,2.27,2.25,"7,067",35103,0.2869,-0.183,CL,NYMEX,snap-20260805-cl,CL-20260916-64-P-20260805
2026-08-05,CL,09/16/26,65,Call,3.28,3.32,3.3,10000,41976,0.2769,0.882,CL,NYMEX,snap-20260805-cl,CL-20260916-65-C-20260805
2026-08-05,CL,20260916,65,P,2.18,2.21,2.2,20515,65786,0.2799,-0.118,CL,NYMEX,snap-20260805-cl,CL-20260916-65-P-20260805
08/05/2026,CL,09/16/26,66,C,2.26,2.28,2.27,8751,19508,0.2726,0.983,CL,NYMEX,snap-20260805-cl,CL-20260916-66-C-20260805
2026-08-05,CL,09/16/2026,66,P,2.13,2.16,2.14,10634,38014,0.2729,-0.017,CL,NYMEX,snap-20260805-cl,CL-20260916-66-P-20260805
2026-08-05,CL,09/16/2026,67,C,2.16,2.18,2.17,6790,19455,0.28,0.904,CL,NYMEX,snap-20260805-cl,CL-20260916-67-C-20260805
2026-08-05,CL,2026-09-16,67,P,3.02,3.05,3.04,20478,58750,0.2758,-0.096,CL,NYMEX,snap-20260805-cl,CL-20260916-67-P-20260805
20260805,CL,2026-09-16,68,C,2.2,2.23,2.21,12897,60958,0.2818,0.831,CL,NYMEX,snap-20260805-cl,CL-20260916-68-C-20260805
08/05/26,CL,09/16/26,68,P,4.04,4.1,4.07,"18,103",63053,0.2801,-0.169,CL,NYMEX,snap-20260805-cl,CL-20260916-68-P-20260805
20260805,CL,09/16/26,69,Call,2.24,2.27,2.25,5585,24226,0.287,0.781,CL,NYMEX,snap-20260805-cl,CL-20260916-69-C-20260805
2026-08-05,CL,2026-09-16,69,P,5.07,5.14,5.11,7931,26580,0.2845,-0.219,CL,NYMEX,snap-20260805-cl,CL-20260916-69-P-20260805
08/05/2026,CL,09/16/2026,70,C,2.28,2.31,2.3,6555,26689,0.29,0.744,CL,NYMEX,snap-20260805-cl,CL-20260916-70-C-20260805
20260805,CL,09/16/2026,70,P,6.10,6.18,6.14,7576,27115,0.2889,-0.256,CL,NYMEX,snap-20260805-cl,CL-20260916-70-P-20260805
08/05/2026,CL,2026-09-16,71,C,2.32,2.35,2.34,3160,11452,0.2975,0.715,CL,NYMEX,snap-20260805-cl,CL-20260916-71-C-20260805
20260805,CL,2026-09-16,71.00,P,7.12,7.22,7.17,3500,14691,0.29,-0.285,CL,NYMEX,snap-20260805-cl,CL-20260916-71-P-20260805
2026-08-05,CL,09/16/2026,72,C,2.36,2.39,2.38,312,726,0.3027,0.692,CL,NYMEX,snap-20260805-cl,CL-20260916-72-C-20260805
20260805,CL,09/16/26,72,P,8.14,8.27,8.2,"1,123",5117,0.2976,-0.308,CL,NYMEX,snap-20260805-cl,CL-20260916-72-P-20260805
08/05/26,CL,09/16/2026,73,C,2.4,2.44,2.42,336,919,0.3079,0.674,CL,NYMEX,snap-20260805-cl,CL-20260916-73-C-20260805
2026-08-05,CL,09/16/26,73,P,9.17,9.31,9.24,607,"3,267",0.3019,-0.326,CL,NYMEX,snap-20260805-cl,CL-20260916-73-P-20260805
08/05/2026,CL,2026-09-16,74,C,2.44,2.48,2.46,467,1701,0.3131,0.659,CL,NYMEX,snap-20260805-cl,CL-20260916-74-C-20260805
2026-08-05,CL,20260916,74,P,10.19,10.36,10.27,692,3157,0.3063,-0.341,CL,NYMEX,snap-20260805-cl,CL-20260916-74-P-20260805
20260805,CL,2026-09-16,75,C,2.48,2.52,2.5,1246,"4,446",0.3184,0.646,CL,NYMEX,snap-20260805-cl,CL-20260916-75-C-20260805
2026-08-05,CL,09/16/2026,75,P,11.21,11.4,11.30,764,3852,0.3106,-0.354,CL,NYMEX,snap-20260805-cl,CL-20260916-75-P-20260805
2026-08-05,CL,20260916,76,C,2.52,2.56,2.54,359,1311,0.3236,0.636,CL,NYMEX,snap-20260805-cl,CL-20260916-76-C-20260805
2026-08-05,CL,2026-09-16,76,P,12.24,12.45,12.34,458,2313,0.315,-0.364,CL,NYMEX,snap-20260805-cl,CL-20260916-76-P-20260805
08/05/2026,CL,2026-10-14,56,C,13.2,13.47,13.34,813,3769,0.3161,0.633,CL,NYMEX,snap-20260805-cl,CL-20261014-56-C-20260805
2026-08-05,CL,10/14/2026,56,P,3.44,3.51,3.47,310,"1,647",0.3431,-0.367,CL,NYMEX,snap-20260805-cl,CL-20261014-56-P-20260805
20260805,CL,2026-10-14,57,C,12.17,12.41,12.29,790,1952,0.3118,0.64,CL,NYMEX,snap-20260805-cl,CL-20261014-57-C-20260805
2026-08-05,CL,2026-10-14,57,P,3.37,3.44,3.4,441,1426,0.3361,-0.357,CL,NYMEX,snap-20260805-cl,CL-20261014-57-P-20260805
2026-08-05,CL,10/14/2026,58,C,11.14,11.35,11.24,661,1990,0.3074,0.656,CL,NYMEX,snap-20260805-cl,CL-20261014-58-C-20260805
20260805,CL,20261014,58,P,3.3,3.37,3.34,719,1889,0.329,-0.344,CL,NYMEX,snap-20260805-cl,CL-20261014-58-P-20260805
2026-08-05,CL,20261014,59,C,10.11,10.29,10.2,335,972,0.30,0.67,CL,NYMEX,snap-20260805-cl,CL-20261014-59-C-20260805
2026-08-05,CL,20261014,59,P,3.23,3.29,3.26,810,3104,0.322,-0.33,CL,NYMEX,snap-20260805-cl,CL-20261014-59-P-20260805
2026-08-05,CL,20261014,59,P,3.23,3.29,3.26,810,3104,0.322,-0.33,CL,NYMEX,snap-20260805-cl-retry,CL-20261014-59-P-20260805
2026-08-05,CL,2026-10-14,60,C,9.08,9.24,9.16,884,3018,0.30,0.687,CL,NYMEX,snap-20260805-cl,CL-20261014-60-C-20260805
2026-08-05,CL,2026-10-14,60,P,3.16,3.22,3.19,1254,6210,0.315,-0.313,CL,NYMEX,snap-20260805-cl,CL-20261014-60-P-20260805
08/05/26,CL,20261014,61,C,8.04,8.18,8.11,674,1820,0.2943,0.709,CL,NYMEX,snap-20260805-cl,CL-20261014-61-C-20260805
08/05/2026,CL,2026-10-14,61,P,3.1,3.15,3.12,1699,8412,0.308,-0.291,CL,NYMEX,snap-20260805-cl,CL-20261014-61-P-20260805
08/05/2026,CL,2026-10-14,62,C,7.01,7.13,7.07,2457,9787,0.29,0.735,CL,NYMEX,snap-20260805-cl,CL-20261014-62-C-20260805
2026-08-05,CL,10/14/26,62,P,3.03,3.08,3.05,2246,8410,0.301,-0.265,CL,NYMEX,snap-20260805-cl,CL-20261014-62-P-20260805
08/05/2026,CL,2026-10-14,63.00,C,5.98,6.07,6.02,7393,18455,0.2856,0.77,CL,NYMEX,snap-20260805-cl,CL-20261014-63-C-20260805
2026-08-05,CL,2026-10-14,63,P,2.96,3,2.98,4214,22553,0.294,-0.23,CL,NYMEX,snap-20260805-cl,CL-20261014-63-P-20260805
2026-08-05,CL,2026-10-14,64,C,4.94,5.02,4.98,10852,50749,0.2813,0.817,CL,NYMEX,snap-20260805-cl,CL-20261014-64-C-20260805
2026-08-05,CL,10/14/26,64,P,2.89,2.93,2.91,5075,"25,883",0.2869,-0.183,CL,NYMEX,snap-20260805-cl,CL-20261014-64-P-20260805
2026-08-05,CL,2026-10-14,65,Call,3.91,3.97,3.94,18889,77754,0.2769,0.882,CL,NYMEX,snap-20260805-cl,CL-20261014-65-C-20260805
08/05/2026,CL,10/14/2026,65,P,2.82,2.86,2.84,19038,85581,0.2799,-0.118,CL,NYMEX,snap-20260805-cl,CL-20261014-65-P-20260805
2026-08-05,CL,2026-10-14,66,Call,2.87,2.91,2.89,15146,"70,700",0.2726,0.98,CL,NYMEX,snap-20260805-cl,CL-20261014-66-C-20260805
2026-08-05,CL,10/14/2026,66,P,2.75,2.79,2.77,"16,434",64410,0.27,-0.017,CL,NYMEX,snap-20260805-cl,CL-20261014-66-P-20260805
2026-08-05,cl,2026-10-14,67,C,2.78,2.82,2.8,15220,39604,0.2765,0.904,CL,NYMEX,snap-20260805-cl,CL-20261014-67-C-20260805
08/05/26,CL,2026-10-14,67,P,3.64,3.69,3.66,16215,68319,0.2758,-0.096,CL,NYMEX,snap-20260805-cl,CL-20261014-67-P-20260805
08/05/26,CL,2026-10-14,67,P,3.64,3.69,3.66,16215,68319,0.2758,-0.096,CL,NYMEX,snap-20260805-cl-retry,CL-20261014-67-P-20260805
2026-08-05,CL,2026-10-14,68,C,2.83,2.88,2.86,6621,24863,0.2818,0.831,CL,NYMEX,snap-20260805-cl,CL-20261014-68-C-20260805
2026-08-05,CL,10/14/2026,68.00,P,4.67,4.74,4.7,"7,594","23,498",0.2801,-0.169,CL,NYMEX,snap-20260805-cl,CL-20261014-68-P-20260805
08/05/2026,CL,2026-10-14,69,C,2.89,2.93,2.91,9137,26086,0.287,0.781,CL,NYMEX,snap-20260805-cl,CL-20261014-69-C-20260805
2026-08-05,CL,10/14/26,69,P,5.71,5.8,5.76,7707,27811,0.2845,-0.219,CL,NYMEX,snap-20260805-cl,CL-20261014-69-P-20260805
08/05/2026,CL,2026-10-14,70,C,2.94,2.99,2.96,4921,17429,0.2922,0.744,CL,NYMEX,snap-20260805-cl,CL-20261014-70-C-20260805
20260805,CL,10/14/2026,70,P,6.74,6.85,6.8,5743,"26,723",0.2889,-0.256,CL,NYMEX,snap-20260805-cl,CL-20261014-70-P-20260805
2026-08-05,CL,10/14/2026,71,Call,2.99,3.04,3.02,2723,12759,0.2975,0.715,CL,NYMEX,snap-20260805-cl,CL-20261014-71-C-20260805
08/05/26,CL,20261014,71.00,P,7.78,7.91,7.84,"2,264","7,045",0.2932,-0.285,CL,NYMEX,snap-20260805-cl,CL-20261014-71-P-20260805
2026-08-05,CL,10/14/2026,72,C,3.04,3.09,3.06,713,2806,0.30,0.692,CL,NYMEX,snap-20260805-cl,CL-20261014-72-C-20260805
2026-08-05,CL,10/14/2026,72,P,8.81,8.96,8.89,723,3697,0.2976,-0.308,CL,NYMEX,snap-20260805-cl,CL-20261014-72-P-20260805
08/05/26,CL,2026-10-14,73,C,3.09,3.15,3.12,782,2301,0.3079,0.674,CL,NYMEX,snap-20260805-cl,CL-20261014-73-C-20260805
20260805,cl,2026-10-14,73,P,9.84,10.02,9.93,810,2432,0.3019,-0.326,CL,NYMEX,snap-20260805-cl,CL-20261014-73-P-20260805
20260805,CL,2026-10-14,74,C,3.14,3.2,3.17,620,1552,0.3131,0.659,CL,NYMEX,snap-20260805-cl,CL-20261014-74-C-20260805
2026-08-05,CL,2026-10-14,74,P,10.87,11.08,10.98,702,2381,0.3063,-0.341,CL,NYMEX,snap-20260805-cl,CL-20261014-74-P-20260805
2026-08-05,CL,2026-10-14,75,C,3.2,3.26,3.23,981,"4,350",0.3184,0.646,CL,NYMEX,snap-20260805-cl,CL-20261014-75-C-20260805
08/05/26,CL,2026-10-14,75,put,11.9,12.13,12.02,1210,5008,0.31,-0.354,CL,NYMEX,snap-20260805-cl,CL-20261014-75-P-20260805
08/05/26,CL,10/14/2026,76,C,3.25,3.31,3.28,643,3076,0.3236,0.636,CL,NYMEX,snap-20260805-cl,CL-20261014-76-C-20260805
08/05/2026,CL,20261014,76,P,12.93,13.19,13.06,562,1489,0.315,-0.364,CL,NYMEX,snap-20260805-cl,CL-20261014-76-P-20260805
20260805,CL,20261118,56,C,13.89,14.22,14.06,472,1266,0.3161,0.633,CL,NYMEX,snap-20260805-cl,CL-20261118-56-C-20260805
20260805,CL,2026-11-18,56.00,P,4.21,4.31,4.26,380,2088,0.34,-0.367,CL,NYMEX,snap-20260805-cl,CL-20261118-56-P-20260805
08/05/2026,CL,11/18/26,57,C,12.86,13.15,13,514,1965,0.3118,0.643,CL,NYMEX,snap-20260805-cl,CL-20261118-57-C-20260805
2026-08-05,CL,2026-11-18,57,P,4.13,4.22,4.18,305,1538,0.3361,-0.36,CL,NYMEX,snap-20260805-cl,CL-20261118-57-P-20260805
2026-08-05,CL,11/18/26,58,C,11.82,12.08,11.95,598,2591,0.3074,0.656,CL,NYMEX,snap-20260805-cl,CL-20261118-58-C-20260805
2026-08-05,cl,2026-11-18,58,P,4.04,4.13,4.08,487,2305,0.329,-0.344,CL,NYMEX,snap-20260805-cl,CL-20261118-58-P-20260805
08/05/2026,CL,2026-11-18,59.00,C,10.78,11.01,10.9,578,2104,0.3031,0.67,CL,NYMEX,snap-20260805-cl,CL-20261118-59-C-20260805
2026-08-05,CL,2026-11-18,59,P,3.96,4.04,4,580,1470,0.322,-0.33,CL,NYMEX,snap-20260805-cl,CL-20261118-59-P-20260805
2026-08-05,CL,2026-11-18,60,C,9.74,9.94,9.84,423,1925,0.2987,0.687,CL,NYMEX,snap-20260805-cl,CL-20261118-60-C-20260805
2026-08-05,CL,11/18/26,60,Put,3.87,3.95,3.91,554,1958,0.315,-0.313,CL,NYMEX,snap-20260805-cl,CL-20261118-60-P-20260805
20260805,CL,2026-11-18,61,C,8.7,8.87,8.78,914,"3,260",0.2943,0.709,CL,NYMEX,snap-20260805-cl,CL-20261118-61-C-20260805
08/05/2026,CL,2026-11-18,61,P,3.79,3.86,3.82,1048,4588,0.308,-0.291,CL,NYMEX,snap-20260805-cl,CL-20261118-61-P-20260805
2026-08-05,CL,20261118,62.00,C,7.66,7.8,7.73,3345,8853,0.29,0.735,CL,NYMEX,snap-20260805-cl,CL-20261118-62-C-20260805
2026-08-05,CL,11/18/2026,62,P,3.7,3.77,3.74,3871,19184,0.301,-0.265,CL,NYMEX,snap-20260805-cl,CL-20261118-62-P-20260805
2026-08-05,CL,2026-11-18,63,C,6.61,6.74,6.68,"5,536",24259,0.2856,0.77,CL,NYMEX,snap-20260805-cl,CL-20261118-63-C-20260805
08/05/2026,CL,11/18/2026,63,P,3.62,3.68,3.65,4556,22868,0.294,-0.23,CL,NYMEX,snap-20260805-cl,CL-20261118-63-P-20260805
08/05/2026,CL,2026-11-18,64,C,5.57,5.67,5.62,5403,16909,0.2813,0.817,CL,NYMEX,snap-20260805-cl,CL-20261118-64-C-20260805
2026-08-05,CL,2026-11-18,64,P,3.53,3.59,3.56,3589,"16,176",0.2869,-0.183,CL,NYMEX,snap-20260805-cl,CL-20261118-64-P-20260805
2026-08-05,CL,11/18/26,65,Call,4.53,4.61,4.57,15635,65754,0.28,0.882,CL,NYMEX,snap-20260805-cl,CL-20261118-65-C-20260805
20260805,CL,11/18/2026,65,P,3.44,3.51,3.47,7999,33167,0.2799,-0.118,CL,NYMEX,snap-20260805-cl,CL-20261118-65-P-20260805
20260805,CL,11/18/2026,65,P,3.44,3.51,3.47,7999,33167,0.2799,-0.118,CL,NYMEX,snap-20260805-cl-retry,CL-20261118-65-P-20260805
2026-08-05,CL,11/18/2026,66,C,3.48,3.54,3.51,11804,48687,0.2726,0.98,CL,NYMEX,snap-20260805-cl,CL-20261118-66-C-20260805
08/05/2026,CL,20261118,66,P,3.36,3.42,3.39,13851,46765,0.2729,-0.017,CL,NYMEX,snap-20260805-cl,CL-20261118-66-P-20260805
2026-08-05,CL,2026-11-18,67,C,3.4,3.46,3.43,4632,18762,0.28,0.904,CL,NYMEX,snap-20260805-cl,CL-20261118-67-C-20260805
2026-08-05,CL,11/18/26,67,P,4.26,4.33,4.30,11193,"54,258",0.2758,-0.096,CL,NYMEX,snap-20260805-cl,CL-20261118-67-P-20260805
2026-08-05,cl,2026-11-18,68,C,3.47,3.53,3.50,5367,18974,0.2818,0.831,CL,NYMEX,snap-20260805-cl,CL-20261118-68-C-20260805
08/05/26,CL,2026-11-18,68,P,5.3,5.4,5.35,3813,20150,0.2801,-0.169,CL,NYMEX,snap-20260805-cl,CL-20261118-68-P-20260805
2026-08-05,CL,2026-11-18,69,C,3.53,3.6,3.56,5603,20642,0.287,0.781,CL,NYMEX,snap-20260805-cl,CL-20261118-69-C-20260805
08/05/26,CL,2026-11-18,69,P,6.34,6.46,6.4,5779,15935,0.2845,-0.219,CL,NYMEX,snap-20260805-cl,CL-20261118-69-P-20260805
20260805,CL,11/18/2026,70,C,3.59,3.66,3.62,3760,11453,0.2922,0.744,CL,NYMEX,snap-20260805-cl,CL-20261118-70-C-20260805
2026-08-05,CL,2026-11-18,70,P,7.38,7.53,7.46,"6,560",24705,0.29,-0.256,CL,NYMEX,snap-20260805-cl,CL-20261118-70-P-20260805
08/05/26,CL,2026-11-18,71,C,3.66,3.73,3.7,1907,7476,0.2975,0.715,CL,NYMEX,snap-20260805-cl,CL-20261118-71-C-20260805
2026-08-05,CL,2026-11-18,71,P,8.43,8.59,8.51,1204,6047,0.2932,-0.285,CL,NYMEX,snap-20260805-cl,CL-20261118-71-P-20260805
2026-08-05,CL,11/18/26,72,C,3.72,3.8,3.76,405,1695,0.30,0.69,CL,NYMEX,snap-20260805-cl,CL-20261118-72-C-20260805
20260805,CL,2026-11-18,72,Put,9.47,9.66,9.57,624,2166,0.2976,-0.31,CL,NYMEX,snap-20260805-cl,CL-20261118-72-P-20260805
2026-08-05,CL,2026-11-18,73,C,3.78,3.86,3.82,490,1994,0.3079,0.674,CL,NYMEX,snap-20260805-cl,CL-20261118-73-C-20260805
2026-08-05,CL,2026-11-18,73,P,10.51,10.73,10.62,493,1713,0.3019,-0.326,CL,NYMEX,snap-20260805-cl,CL-20261118-73-P-20260805
2026-08-05,CL,2026-11-18,74,C,3.85,3.93,3.89,337,854,0.3131,0.659,CL,NYMEX,snap-20260805-cl,CL-20261118-74-C-20260805
2026-08-05,CL,11/18/26,74,P,11.55,11.8,11.68,346,1031,0.3063,-0.341,CL,NYMEX,snap-20260805-cl,CL-20261118-74-P-20260805
2026-08-05,CL,2026-11-18,75,C,3.91,4,3.96,598,2217,0.3184,0.646,CL,NYMEX,snap-20260805-cl,CL-20261118-75-C-20260805
20260805,CL,20261118,75,P,12.59,12.87,12.73,570,2005,0.3106,-0.354,CL,NYMEX,snap-20260805-cl,CL-20261118-75-P-20260805
08/05/2026,CL,11/18/2026,76,C,3.97,4.06,4.01,267,835,0.3236,0.636,CL,NYMEX,snap-20260805-cl,CL-20261118-76-C-20260805
08/05/2026,cl,11/18/2026,76,P,13.62,13.94,13.78,539,1465,0.315,-0.36,CL,NYMEX,snap-20260805-cl,CL-20261118-76-P-20260805
2026-08-06,CL,2026-08-19,56,C,11.55,11.72,11.64,1003,4102,0.3166,0.632,CL,NYMEX,snap-20260806-cl,CL-20260819-56-C-20260806
2026-08-06,CL,2026-08-19,56,P,1.49,1.52,1.5,1246,"5,931",0.3438,-0.368,CL,NYMEX,snap-20260806-cl,CL-20260819-56-P-20260806
08/06/26,cl,20260819,57,C,10.54,10.69,10.61,558,1779,0.3122,0.642,CL,NYMEX,snap-20260806-cl,CL-20260819-57-C-20260806
2026-08-06,CL,20260819,57,P,1.46,1.48,1.47,1114,4255,0.3368,-0.358,CL,NYMEX,snap-20260806-cl,CL-20260819-57-P-20260806
2026-08-06,CL,20260819,57,P,1.46,1.48,1.47,1114,4255,0.3368,-0.358,CL,NYMEX,snap-20260806-cl-retry,CL-20260819-57-P-20260806
2026-08-06,CL,20260819,58,C,9.53,9.66,9.59,913,4247,0.3079,0.654,CL,NYMEX,snap-20260806-cl,CL-20260819-58-C-20260806
2026-08-06,CL,08/19/2026,58,P,1.43,1.45,1.44,1060,5548,0.3298,-0.346,CL,NYMEX,snap-20260806-cl,CL-20260819-58-P-20260806
08/06/26,CL,20260819,59.00,C,8.52,8.64,8.58,1193,3157,0.3035,0.668,CL,NYMEX,snap-20260806-cl,CL-20260819-59-C-20260806
2026-08-06,CL,20260819,59,P,1.4,1.42,1.41,565,1461,0.3228,-0.332,CL,NYMEX,snap-20260806-cl,CL-20260819-59-P-20260806
2026-08-06,CL,08/19/26,60,Call,7.51,7.61,7.56,510,1477,0.2992,0.685,CL,NYMEX,snap-20260806-cl,CL-20260819-60-C-20260806
